stage_name,full_name,date_of_birth,group,country,birthplace,gender,instagram
Donghun,Lee Donghun,1993-05-15,A.C.E,South Korea,Suncheon,M,
Hwani,Jo Sihyeon,1994-11-16,DUSTIN,South Korea,,M,
Jaeho,Kim Jaeho,1992-09-17,HISTORY,South Korea,,M,
Dino,Lee Chan,1999-02-11,Seventeen,South Korea,Iksan,M,
Eunjung,Ham Eunjung,1988-12-12,T-ara,South Korea,Seoul,F,sweetgirl_eunjung
Yerin,Baek Yerin,1997-06-26,15&,South Korea,Daejeon,F,yerinb
Yerin,Jung Yerin,1996-08-19,Gfriend,South Korea,Incheon,F,
Junwook,Kim Junwook,2002-01-10,TheEastLight,South Korea,,M,
Hyungsik,Park Hyungsik,1991-11-16,ZE:A,South Korea,Yongin,M,
Kenta,Takada Kenta,1995-01-10,JBJ,Japan,Fujioka,M,
Aki,Jang Minju,2001-02-12,MAJORS,South Korea,,F,
Raon,Lee Seoyoung,2000-01-21,ANS,South Korea,,F,
Woojin,Kim Woojin,1997-04-08,,South Korea,Daejeon,M,
Woojin,Lee Woojin,2003-04-07,TheEastLight,South Korea,,M,
Woojin,Park Woojin,1999-11-02,AB6IX,South Korea,Busan,M,
Seunghwan,Jeong Seunghwan,2004-01-27,ATBO,South Korea,Busan,M,
Seunghwan,Lee Seunghwan,2000-05-20,Romeo,South Korea,,M,
Haneul,Choi Haneul,2000-11-28,Saturday,South Korea,,F,
Haneul,Lee Haneul,1996-06-03,ARGON,South Korea,,M,
Yunji,Kim Yunji,1996-08-26,ARIAZ,South Korea,,F,
Yunji,Lee Yunji,1992-04-04,Playback,South Korea,,F,
On,Choi Juhwan,2002-10-16,T1419,South Korea,,M,
Hwi,Jo Mingyu,2002-09-26,Newkidd,South Korea,,M,
Hwi,Lee Choonghyun,1999-02-04,Ciipher,South Korea,,M,
Haechan,Lee Donghyuk,2000-06-06,NCT,South Korea,,M,
Seokcheol,Lee Seokchul,2000-01-11,TheEastLight,South Korea,,M,d.dj_dinosaur.lee.s.c
Jinju,Park Jinju,1990-04-28,,South Korea,,F,
Keumjo,Lee Keumjo,1992-12-17,9Muses,South Korea,Daegu,F,keumjo_1217
Yoojun,Jun Yoojun,1995-07-26,D1CE,South Korea,,M,
Yoojun,Jung Gun,2000-12-27,BAE173,South Korea,,M,
Harin,Ju Harin,1998-03-29,Onewe,South Korea,,M,
Harin,Park Guenhye,2000-05-26,Pink Fantasy,South Korea,,F,
Harin,Seo Harin,2000-12-07,BOTOPASS,South Korea,,F,
Hayoon,Jung Hayoon,1998-11-21,Bonus Baby,South Korea,,F,
Juyeon,Lee Juyeon,2001-11-06,The Boyz,South Korea,,M,
Jay,Kim Jinhwan,1994-02-07,iKON,South Korea,Jeju,M,
Jay,Park Jongsung,2002-04-20,ENHYPEN,South Korea,,M,
Yuji,Son Yuji,1998-11-25,3YE,South Korea,,F,
Taeyeon,Kim Taeyeon,1989-03-09,SNSD,South Korea,Jeonju,F,taeyeon_ss
Bokeun,Kim Bokeun,1994-10-12,SIGNAL,South Korea,,M,
Sun J,Jeon Heesun,2001-02-13,Girlkind,South Korea,,F,
Jin Jin,Park Jinwoo,1996-03-15,ASTRO,South Korea,Nowon,M,
Lola,Choi Yoojung,2001-02-22,Pixy,South Korea,,F,
Hyeran,Noh Hyeran,1993-04-09,,South Korea,,F,hrannnoh
Chaekyung,Yoon Chaekyung,1996-07-07,APRIL,South Korea,Incheon,F,
Somi,Jeon Somi,2001-03-09,,South Korea,Ontario,F,
Shinwon,Go Shinwon,1995-12-11,PENTAGON,South Korea,,M,
Shihyun,Kim Shihyun,1998-05-06,We In The Zone,South Korea,Changwon,M,
Hamin,Jo Hamin,1997-10-24,ENOi,South Korea,,M,
Hyunyoung,Cho Hyunyoung,1991-08-11,Rainbow,South Korea,Seoul,F,
Seea,Kang Eunyoung,1994-08-21,Pink Fantasy,South Korea,,F,
Bohyung,Kim Bohyung,1991-03-31,KEEMBO,South Korea,,F,
Jonghoon,Choi Jonghoon,1990-03-07,FTISLAND,South Korea,Seoul,M,
Cao Lu,Cao Lu,1987-08-30,Fiestar,China,Zhangjiajie,F,better_me_lulu
Jeongwoo,Park Jeongwoo,2004-09-28,Treasure,South Korea,,M,
Heesun,Park Heesun,2005-01-25,Pink Fantasy,South Korea,,F,
Hueningkai,Kai Kamal Huening,2002-08-14,TXT,USA,,M,
Hoya,Lee Howon,1991-03-28,,South Korea,Busan,M,
Kun,Qian Kun,1996-01-01,NCT,China,,M,
Jaejoong,Kim Jaejoong,1986-01-26,JYJ,South Korea,Gongju,M,
Jeff,Lee Jaeho,2005-04-21,EPEX,South Korea,,M,
Sangdo,Yoo Sangdo,1993-03-02,Topp Dogg,South Korea,Incheon,M,
P.O,Pyo Jihoon,1993-02-02,Block B,South Korea,Seoul,M,
Serri,Park Miyeon,1990-09-16,Dal Shabet,South Korea,Seoul,F,
Baekhyun,Byun Baekhyun,1992-05-06,EXO,South Korea,Wonmi,M,
Jiheon,Baek Jiheon,2003-04-17,fromis_9,South Korea,Jeolla,F,
Sangyeon,Lee Sangyeon,1996-11-04,The Boyz,South Korea,,M,
Yeram,Yang Yeram,2000-03-31,Astin,South Korea,,M,
Semmi,Oh Heesun,1995-10-22,Matilda,South Korea,,F,
Yoona,Im Yoona,1990-05-30,SNSD,South Korea,Seoul,F,yoona__lim
Yoona,Ogura Yuuna,2000-10-13,bugAboo,Japan,Sapporo,F,
Chiwoo,Guk Seungjun,2002-09-02,Kingdom,South Korea,,M,
Xiumin,Kim Minseok,1990-03-26,EXO,South Korea,Guri,M,
Gaga,Lee Soobin,1994-11-10,Gate9,South Korea,,F,gagag9
Gaga,Li Jia Jia,1999-09-01,,China,,F,
Kuhn,Noh Sooil,1995-11-11,UP10TION,South Korea,Ansan,M,
Taedong,Kim Taedong,1997-11-07,OMEGA X,South Korea,,M,
Jun. K,Kim Minjun,1988-01-15,2PM,South Korea,Daegu,M,
Chowon,Han Chowon,2002-09-16,LIGHTSUM,South Korea,Seoul,F,
Chowon,Kim Chowon,2005-08-18,ICHILLIN',South Korea,,F,
Rain,Jung Jihoon,1982-06-25,,South Korea,Seosan,M,
Jisung,Kim Jisung,2000-12-21,TRCNG,South Korea,,M,
Jisung,Park Jisung,2002-02-05,NCT,South Korea,,M,
Jisung,Yoon Jisung,1991-03-08,Wanna One,South Korea,Wonju,M,
Dosie,Jang Eunseung,2000-02-11,Purple Kiss,South Korea,,F,
Hyunho,Lee Hyunho,1998-11-04,D-CRUNCH,South Korea,,M,
Youngseo,Ryu Youngseo,2002-06-13,BAE173,South Korea,,M,
Yulhee,Kim Yulhee,1997-11-27,,South Korea,Bucheon,F,
Rokhyun,Kim Rokhyun,1991-02-10,100%,South Korea,Suncheon,M,
Hyunji,Kim Hyunji,1992-06-30,Hashtag,South Korea,,F,
Dann,Jung Seungbo,1997-11-01,Kingdom,South Korea,Ilsan,M,
Chorong,Park Chorong,1991-03-03,Apink,South Korea,Chungwongoon,F,mulgokizary
Kim Lip,Kim Jungeun,1999-02-10,LOONA,South Korea,,F,
Doah,Kim Doah,2003-12-04,FANATICS,South Korea,,F,
Vita,Kim Jimin,2000-02-03,MAJORS,South Korea,,F,
Mihee,Lee Mihee,2000-08-24,BOTOPASS,South Korea,,F,
Soyou,Kang Jihyun,1992-02-12,SISTAR,South Korea,,F,soooo_you
Yuem,Park Subin,1996-12-25,H.U.B,South Korea,,F,
Changbin,Seo Changbin,1999-08-11,Stray Kids,South Korea,Yongin,M,
Yeo One,Yeon Changgu,1996-03-27,PENTAGON,South Korea,,M,
Gyeongtae,Kwon Gyeongtae,2000-07-23,14U,South Korea,,M,
Yuju,Choi Yuju,1997-03-05,Cherry Bullet,South Korea,,F,
Yuju,Choi Yuna,1997-10-04,Gfriend,South Korea,Goyang,F,
Wei,Lee Sungjun,1996-07-08,UP10TION,South Korea,Seoul,M,
Chaein,Lee Chaeyoung,2002-12-05,Purple Kiss,South Korea,,F,
Johyun,Shin Jiwon,1996-04-14,Berry Good,South Korea,,F,
Jieun,Choi Jieun,2001-03-03,Bling Bling,South Korea,,F,
Jieun,Park Jieun,1997-09-04,Purple Kiss,South Korea,,F,
Jieun,Song Jieun,1990-05-05,SECRET,South Korea,Seoul,F,secret_jieunssong
Baekgyeul,Baek Sunwoo,1999-12-01,E'LAST,South Korea,,M,
Yein,Ahn Yein,1995-05-04,MELODYDAY,South Korea,,F,yen_thankful954
Yein,Jeong Yein,1998-06-04,Lovelyz,South Korea,Incheon,F,
Saebyeol,Han Saebyeol,1996-05-23,Matilda,South Korea,,F,
Hyojung,Choi Hyojung,1994-07-28,Oh My Girl,South Korea,Yangyang,F,
Cui Xiang,Cui Xiang,1995-01-26,BOTOPASS,China,,F,
Kiara,Baek Jinjoo,1998-08-20,,South Korea,,F,
Donghyun,Kim Donghyun,1999-02-23,Golden Child,South Korea,,M,
BIBI,Kim Hyungseo,1998-09-27,,South Korea,,F,
Riwon,Kim Riwon,2007-01-11,CLASS:y,South Korea,,F,
Seongwu,Ong Seunwu,1995-08-25,Wanna One,South Korea,Incheon,M,
Yohan,Kim Yohan,1999-09-22,WEi,South Korea,,M,
Yeosang,Kang Yeosang,1999-06-15,ATEEZ,South Korea,Incheon,M,
Areum,Kim Daun,1998-01-31,AREAL,South Korea,,F,
Seoham,Park Seoham,1993-10-28,KNK,South Korea,,M,
The8,Xu Minghao,1997-11-07,Seventeen,China,Anshan,M,
Keina,Lee Yoona,1999-02-12,H.U.B,South Korea,,F,
Baro,Cha Sunwoo,1992-09-05,,South Korea,Gwangju,M,
Sungah,Son Sungah,1989-07-08,9Muses,South Korea,Suma,F,ssungahhbaby
Jun H.,Im Joonhyun,1991-08-28,UNVS,South Korea,,M,
JB,Im Jaebum,1994-01-06,GOT7,South Korea,Goyang,M,
Arthur,Jang Yunho,2000-04-15,Kingdom,South Korea,,M,
Dayeon,Hwang Da Kyeon,1995-11-17,XUM,South Korea,,F,sunghyuk_seo
Dayeon,Kim Dayeon,2003-03-02,Kep1er,South Korea,,F,
Seoi,Lee Yejin,2000-02-12,H1-KEY,South Korea,,F,
Haena,Jeon Eunbi,2002-02-19,ANS,South Korea,,F,
Haena,Lee Haena,1991-06-02,Matilda,South Korea,,F,
Jinhong,Kim Jinhong,1998-01-02,24K,South Korea,Seoul,M,
Junseok,Oh Junseok,2003-03-03,ATBO,South Korea,Jeju,M,
Yonggeun,Jo Yonggeun,1995-01-23,D1CE,South Korea,,M,
Karin,Baek Yerin,2000-04-23,CRAXY,South Korea,,F,
Karin,Min Karin,2002-01-05,ALICE,South Korea,,F,
Remi,Katsuno Rise,2001-04-26,Cherry Bullet,Japan,,F,
Narsha,Park Hyojin,1981-12-28,Brown Eyed Girls,South Korea,,F,narsha81
Hyukjin,Jang Hyukjin,1993-12-20,100%,South Korea,Busan,M,
Hara†,Koo Hara,1991-01-13,KARA,South Korea,Gwangju,F,
Yeoeun,Jung Jieun,1990-01-25,MELODYDAY,South Korea,,F,yeosilver
Mikey,Morisaki Daisuke,2001-05-05,BLANK2Y,Japan,Hyogo,M,
Yeontae,Jeong Yeontae,1992-07-06,IN2IT,South Korea,,M,
Chan,Jo Chanhyuk,1999-12-08,TOO,South Korea,,M,
Chan,Jung Chanwoo,1998-01-26,iKON,South Korea,Yongin,M,
Chan,Kang Yoochan,1997-12-31,A.C.E,South Korea,Jeju,M,
Aurora,Yang Lan,1997-01-14,NATURE,China,,F,
Yehana,Kim Yewon,1999-02-22,Pristin,South Korea,Ilsan,F,
Romin,Choi Youngmin,2001-04-24,E'LAST,South Korea,,M,
Moon Bin,Moon Bin,1998-01-26,ASTRO,South Korea,Cheongju,M,
Daseul,Yang Daseul,2000-09-14,Maka Maka,South Korea,,F,
Kongyoo,Kong Yoojin,2001-05-11,Bonus Baby,South Korea,,F,
Doyoung,Kim Dongyoung,1996-02-01,NCT,South Korea,Guri,M,
Doyoung,Kim Doyoung,2003-12-04,Treasure,South Korea,,M,
Jeonguk,Kim Jeonguk,1993-03-20,24K,South Korea,Busan,M,
Eunho,Myung Eunho,2001-03-25,YOUNITE,South Korea,,M,
Eunho,Shin Donggeun,1992-09-10,UNVS,South Korea,,M,
Ellin,Kim Minyoung,1990-04-02,Crayon Pop,South Korea,Daegu,F,hiellin
Ji Hansol,Ji Hansol,1994-11-21,Newkidd,South Korea,Busan,M,jisol_11
Shin Hyesung,Jung Pilkyo,1979-11-27,Shinhwa,South Korea,Seoul,M,
Jongup,Moon Jongup,1995-02-06,B.A.P,South Korea,Seoul,M,
Insoo,Kang Insoo,1988-03-10,MYNAME,South Korea,Suwon,M,
Hyemi,Kim Hyemi,1990-08-10,Fiestar,South Korea,Seoul,F,hyemi_haaaaam
Hyemi,Pyo Hyemi,1991-04-03,9Muses,South Korea,Gwangju,F,pyopyohyemi
Kyuhyuk,Shim Kyuhyuk,1995-01-11,Hot Blood Youth,South Korea,,M,
Seol,Min Jihye,1997-01-01,P.O.P,South Korea,Gunsan,F,
I.N,Yang Jeongin,2001-02-08,Stray Kids,South Korea,Busan,M,
Juhan,Hong Seunghyun,2001-06-21,BLITZERS,South Korea,,M,
Jeon Woong,Jeon Woong,1997-10-15,AB6IX,South Korea,,M,
Siu,Hwang Inseok,1995-05-19,DUSTIN,South Korea,,M,
Sitala,Sitala Wongkrachang,1996-04-23,,Thailand,,F,
AleXa,Kim Seri,1996-12-06,,USA,,F,
Huiyeon,Oh Huiyeon,2005-08-01,,South Korea,,F,
Taeryeong,Lim Jeongmin,2000-12-27,LUNARSOLAR,South Korea,,F,
Ziu,Park Heejun,1997-06-16,VAV,South Korea,,M,
Suri,Kang Suri,1994-10-11,CHECKMATE,South Korea,,F,
Lee Joon,Lee Changseon,1988-02-07,,South Korea,Seoul,M,
